669862599073382400	10
673855509196357632	9
674241704564793344	2
674207210520641536	9
675651754135023616	2
675295231705636866	1
676511015702540288	2
673973210187210752	1
679306949708537857	2
670455542612172800	11
672033162244071424	2
664053085237571584	1
678033534771179520	11
677750752908091392	2
676260848315326464	9
673867216539000832	9
671656354801668097	9
673504190971428865	2
670417017678221312	1
670253291406757888	11
677463863269441536	9
673587124826996736	1
669981455246864384	2
671459524394532864	2
676166886757949440	1
675851861010882560	1
674241781714853890	9
678255822305107969	9
672834628600860672	1
674172254981390336	2
668894601969729536	11
678754209609592833	1
672046375694180352	2
673589605543911426	2
676512337789067264	1
678525096357707776	1
671689089578586112	1
675038429378453504	2
666316775743692800	1
673269200744529921	1
677834170509430784	10
675262702005170176	9
674731743136600064	2
673623301164507136	2
673085973480214528	1
679052369628438529	1
672362812199583744	10
668933983556788228	9
673283072465481728	9
673946421998059520	1
675201624244121600	11
675327633555660800	1
675319145530028032	1
676580011722211334	11
675342579974696960	1
673230703555923968	1
677543237301772294	2
676409937422086146	10
673180316102717440	1
668520940905582592	1
678267994754187266	9
666311721485787136	1
675054827118985218	11
661630383394586628	1
673898580319580161	10
673505770609225729	1
668625069527203840	11
675426524301008896	1
676511670953472000	2
675098475382591491	9
674188149464125440	2
664063201164836864	1
677977510219399168	2
676085500323700736	2
671450612765204480	9
673100408441733120	1
678968457283637248	1
674028607539453953	1
674007343382835204	1
664176471011913728	1
664906602538000384	2
676502220741939204	9
672120759859286016	11
669555789091217408	2
675289263345426432	1
671449808218013696	1
663029684343586816	2
664085144358252544	1
667050041710899200	2
673147300500344832	1
673901522850332672	9
674600836224405504	1
676166946988154880	1
674179240892506113	2
676388601878478849	1
670455424588644352	9
667138023751065601	2
667755619315752960	9
676544953149997057	1
674304226818981888	2
674621016153464832	9
674025365468225537	9
677910816004378624	1
674350604140060672	2
678182924034904064	11
674294180965982208	2
676752188232847361	1
665419326728577024	2
673243056846540800	9
675710709775339520	1
672579597930643456	11
675793459622604800	9
662658079406862336	2
677978057412583424	2
677380301723738113	1
676502661521391619	1
673626749591269377	1
666776172563443712	2
678912421583560704	1
674984358940450816	9
679316588965855232	9
673990911118991361	1
679216449626443777	2
663404485490974720	1
675323750083076097	1
672557588719017985	1
677798687171608576	1
663708229071958016	2
676510097066098689	2
677256093396021248	9
674160814262231040	2
673066141842022400	2
665142873290051585	1
669937375267545088	2
676538007764234244	2
677206123578048512	10
662161604570673152	2
679588927691485184	1
675738540832108544	2
677497812028932096	10
673264023979339776	10
671075368015683585	10
675399627525505030	1
674637764625870849	1
668380392240619520	9
670949844832374788	11
665253543901831169	1
679461537401192448	1
678358171694436352	11
673489931084423168	1
675823977592418304	1
675088543472046080	9
667146792480452608	11
668413907434909696	1
679410238651555844	1
669076618976108544	11
673170271931662336	2
679301284600684544	2
678131597183467520	9
667792934906015744	11
672015528614092800	2
674584768298790912	2
672804046890262528	9
674911471529295872	9
676792718144720896	1
671071937267933184	11
676052008965701633	9
673078255696654336	1
679432590554738688	2
673829081729888256	9
678280186744414208	1
667439352402862080	9
672564027155988480	9
675986316136480771	2
667129660053016576	9
669056250823356416	11
676100086691184640	1
665108212572663809	9
665498146160697344	1
677608717806936064	2
673122475010576384	1
678390002343133184	1
663003184156143617	9
677828393661022208	1
673890162884141057	9
674878448645644288	2
674718704328974336	1
671226249235308544	2
672086986820354048	2
675753784660926465	9
673593445211054082	2
679347263660015616	2
670313486136799232	9
674168069250555904	1
679312888184598529	2
662748565668765696	2
675806906427039744	2
679411083552145409	1
675994580853067776	1
679021475064586240	1
675734245994696704	2
662035254853681152	9
677896923521634304	2
677607252136755201	2
674959509232607232	11
673433958777004032	1
670003905871376384	9
672166000775831552	2
674508680302370816	1
673867606022033409	10
668363463148744704	10
675386499395919872	9
673208118101319680	1
665566477341360129	2
665952251404533761	2
676041538149961728	2
677073758738243584	2
670227997069324288	2
673231910525657088	2
674720806828642304	9
676449718046752768	9
672852149471158272	9
671429794417025028	9
678898228222406656	9
676089951302385664	1
673944854217519104	1
663704390356836352	2
673937781375295492	1
679200995033882624	1
672565623122223106	1
675465572184891393	9
664830391069630464	1
664410829513732096	9
669963662740881409	2
674420072207618048	2
672320849475731457	1
674346118524833792	1
679406051964375040	1
664899628190576641	2
677497134774673408	2
677207398906519553	9
664598279255138304	1
679310864269357057	1
661223838366076928	1
662246659544457216	1
675763282939133952	9
671786804077465600	1
668382570720190464	10
674590618174267392	2
666622323718553600	11
670738465840058368	1
676518167053733889	9
675370631819624448	2
675957318832508928	1
678156264669626368	2
673286437618458625	2
678677314142609409	1
679002573127467008	1
666063519725592577	2
673235078105944066	11
672557869234036736	1
671444414947074048	2
673847178234851328	1
677252168022433792	10
668536370248462337	2
674602326422892544	2
671008734123020288	11
673268327314247680	2
676537074795835392	2
663109773919969280	1
675652814245249024	9
677566435892305922	2
670265517366726656	10
670254143311912960	2
678708943946948609	1
675672462399549442	2
677964100887044096	9
673847375258103808	2
672181973545304068	2
678881429279887360	1
677267164232065026	2
668262530049900544	11
675794039506096128	11
676381185673723905	2
666728646896459776	2
661917344281792512	2
678042657847943168	2
676152371752366081	2
679569148121186304	9
673812410361364484	1
674617967242584064	1
675460004820946945	1
676528564875956225	2
674258510331383813	1
674715586451013632	2
677965147600773121	9
674505046319620097	2
676670486730940416	2
676784209378328577	10
666669736881614848	11
673533749846532096	1
676444676996669444	2
672644906725285888	1
672960983858593792	9
671016714805583872	9
679347717236236289	1
676526831827329025	2
673972567959584768	9
673425639475699712	1
675970129558151168	2
672181254083727360	9
669907459767730176	10
678901657242087425	9
668824343909154816	9
667317795017723904	2
674004890188963841	9
675500063938990080	2
673114520559177728	2
674226893399449601	2
668193135625969664	1
678673647389814784	1
661556189226999808	1
673112268415070208	2
671095596816703488	2
672389827623526400	1
670919454524592128	1
676329222714040324	1
675407560850153473	1
673134156608475136	2
676235803559911424	9
676463100904783872	2
675457650302169088	11
673209905931776000	9
664058632691163136	9
676313650467086336	1
673551119860277249	1
661464324725211136	9
674984938819690497	2
673137426634833920	9
673990905716690944	1
665257341575684097	2
677906350278619137	2
675005567904178176	1
673831523234267136	2
675791147806101504	2
678986231720640514	2
671425009051705348	2
676126146879164416	11
674036089871458304	1
674578450527711232	1
676715997945053184	9
669094471959752705	2
663704544052961280	1
673614604778479616	1
673950329898196992	9
665811202958823424	2
673317659702861824	11
